episode,energy,load_balance,coordination,conflicts,specialization,task_clustering,communication_cost,conflict_rate,reconfig_cost,kappa_norm
0,1.4890786409378052,2.345207929611206,4.0,0.0,0.40630812644958497,0.4,6.0,0.0,0.0,0.36538177728652954
1,1.6415278911590576,2.0,4.0,0.0,0.39462933540344236,0.4,6.0,0.0,6.0,0.7438062429428101
2,1.5869722366333008,2.7386128902435303,8.0,0.0,0.4033858299255371,0.8,2.0,0.0,5.0,0.8701764345169067
3,1.8975707292556763,1.5811388492584229,4.0,0.0,0.3154471397399902,0.4,6.0,0.0,5.0,0.8512000441551208
4,1.0186610221862793,2.345207929611206,4.0,0.0,0.5223745822906494,0.4,6.0,0.0,8.0,0.9128991961479187
5,1.6215004920959473,2.1213202476501465,4.0,0.0,0.3351644992828369,0.4,6.0,0.0,6.0,0.912726640701294
6,2.2411649227142334,1.4142135381698608,4.0,0.0,0.32197980880737304,0.4,6.0,0.0,7.0,1.0950132608413696
7,2.147104263305664,2.4494898319244385,6.0,0.0,0.40654335021972654,0.6,4.0,0.0,9.0,1.1228042840957642
8,2.0817039012908936,2.1213202476501465,4.0,0.0,0.3053863525390625,0.4,6.0,0.0,7.0,1.0752198696136475
9,1.695624828338623,2.345207929611206,4.0,0.0,0.4257070064544678,0.4,6.0,0.0,8.0,1.2417395114898682
10,1.9051661491394043,1.5811388492584229,6.0,0.0,0.32317628860473635,0.6,4.0,0.0,8.0,1.287555456161499
11,2.116684913635254,1.0,0.0,0.0,0.3274336576461792,0.0,10.0,0.0,8.0,1.3137120008468628
12,1.4905736446380615,1.8708287477493286,2.0,0.0,0.42478036880493164,0.2,8.0,0.0,8.0,1.3258429765701294
13,2.551729440689087,1.0,0.0,0.0,0.2750722885131836,0.0,10.0,0.0,9.0,1.371734857559204
14,1.6019457578659058,1.5811388492584229,4.0,0.0,0.3998082637786865,0.4,6.0,0.0,9.0,1.2917869091033936
15,1.3730159997940063,2.0,4.0,0.0,0.4631179332733154,0.4,6.0,0.0,3.0,1.2105944156646729
16,1.422520637512207,1.5811388492584229,2.0,0.0,0.47704648971557617,0.2,8.0,0.0,8.0,1.1184624433517456
17,1.2792185544967651,1.2247449159622192,2.0,0.0,0.5026727676391601,0.2,8.0,0.0,8.0,1.1375552415847778
18,1.4427181482315063,2.0,4.0,0.0,0.4552446365356445,0.4,6.0,0.0,8.0,1.219441533088684
19,1.2767884731292725,1.5811388492584229,2.0,0.0,0.5072842597961426,0.2,8.0,0.0,8.0,1.2615026235580444
20,1.4751585721969604,2.8284270763397217,6.0,0.0,0.47077436447143556,0.6,4.0,0.0,6.0,1.297382116317749
21,1.5455821752548218,1.2247449159622192,2.0,0.0,0.4958205699920654,0.2,8.0,0.0,6.0,1.374162197113037
22,2.047623634338379,2.345207929611206,4.0,0.0,0.3072695732116699,0.4,6.0,0.0,7.0,1.4104640483856201
23,2.0021283626556396,2.345207929611206,4.0,0.0,0.3996403217315674,0.4,6.0,0.0,7.0,1.3161834478378296
24,1.387617588043213,1.5811388492584229,2.0,0.0,0.46041364669799806,0.2,8.0,0.0,7.0,1.3570556640625
25,2.162447452545166,1.4142135381698608,2.0,0.0,0.3188713550567627,0.1,18.0,0.0,6.0,1.338147759437561
26,1.6517629623413086,1.8708287477493286,6.0,0.0,0.40809922218322753,0.3,14.0,0.0,10.0,1.2585976123809814
27,2.0198819637298584,1.5811388492584229,10.0,0.0,0.3671721458435059,0.5,10.0,0.0,9.0,1.372524380683899
28,1.6158639192581177,1.8708287477493286,8.0,0.0,0.42281489372253417,0.4,12.0,0.0,7.0,1.3496390581130981
29,1.5738378763198853,1.2247449159622192,2.0,0.0,0.5274946689605713,0.1,18.0,0.0,9.0,1.5607491731643677
30,1.8873374462127686,1.8708287477493286,6.0,0.0,0.38440372943878176,0.3,14.0,0.0,8.0,1.4719263315200806
31,1.953049659729004,2.0,12.0,0.0,0.4080638885498047,0.6,8.0,0.0,9.0,1.613987684249878
32,1.0534361600875854,1.7320507764816284,4.0,0.0,0.5621842861175537,0.2,16.0,0.0,9.0,1.8166106939315796
33,1.4517343044281006,2.1213202476501465,10.0,0.0,0.451351261138916,0.5,10.0,0.0,7.0,1.8512201309204102
34,1.6598182916641235,1.4142135381698608,6.0,0.0,0.43870930671691893,0.3,14.0,0.0,6.0,2.077025890350342
35,1.5254994630813599,0.7071067690849304,6.0,0.0,0.4368858337402344,0.3,14.0,0.0,10.0,2.0173726081848145
36,2.028554677963257,2.0,4.0,0.0,0.3497518539428711,0.2,16.0,0.0,8.0,1.8552184104919434
37,1.4661200046539307,2.0,6.0,0.0,0.445658540725708,0.3,14.0,0.0,6.0,1.7625398635864258
38,1.8093829154968262,1.2247449159622192,6.0,0.0,0.41861443519592284,0.3,14.0,0.0,7.0,1.8318899869918823
39,1.526578664779663,1.5811388492584229,4.0,0.0,0.47167048454284666,0.2,16.0,0.0,6.0,1.9338066577911377
40,1.615604281425476,1.8708287477493286,8.0,0.0,0.41562709808349607,0.4,12.0,0.0,5.0,1.8711657524108887
41,1.3598471879959106,2.1213202476501465,8.0,0.0,0.40309791564941405,0.4,12.0,0.0,6.0,1.8857752084732056
42,1.7949280738830566,1.7320507764816284,2.0,0.0,0.32794225215911865,0.1,18.0,0.0,8.0,1.9484479427337646
43,1.7821472883224487,2.7386128902435303,8.0,0.0,0.3312877655029297,0.4,12.0,0.0,8.0,1.897536039352417
44,1.8384053707122803,1.0,2.0,0.0,0.35720038414001465,0.1,18.0,0.0,9.0,1.801328420639038
45,1.8500995635986328,2.1213202476501465,8.0,0.0,0.27345962524414064,0.4,12.0,0.0,7.0,1.7197420597076416
46,2.1030373573303223,1.5811388492584229,4.0,0.0,0.329011058807373,0.2,16.0,0.0,6.0,1.712789535522461
47,1.6086547374725342,0.7071067690849304,2.0,0.0,0.43080596923828124,0.1,18.0,0.0,7.0,1.6867408752441406
48,1.8135948181152344,0.7071067690849304,0.0,0.0,0.4845468521118164,0.0,20.0,0.0,8.0,1.619982361793518
49,2.0816609859466553,1.0,4.0,0.0,0.3606195211410522,0.2,16.0,0.0,9.0,1.6981275081634521
